Id,Predicted
3177373,1.0
6099480,1.0
4697007,1.0
7994823,1.0
8346307,1.0
4208513,1.0
6710259,1.0
3783311,1.0
1907401,1.0
1832742,1.0
8875814,1.0
8851651,1.0
8493161,1.0
6978995,1.0
9617239,1.0
9952702,1.0
4258995,1.0
5338184,1.0
7597042,1.0
9477831,1.0
2735861,1.0
2551405,1.0
3229688,1.0
4414071,1.0
8637753,1.0
3265979,1.0
5355298,1.0
2548602,1.0
3990644,1.0
1759709,1.0
7092740,1.0
5318639,1.0
1689425,1.0
4172910,1.0
1390236,1.0
9358155,1.0
4409258,1.0
7653472,1.0
7432350,1.0
6870045,1.0
1755030,1.0
3870403,1.0
6680110,1.0
6967726,1.0
5495402,1.0
7850956,1.0
4033912,1.0
8493226,1.0
7376468,1.0
4474952,1.0
9536726,1.0
6313730,1.0
5289087,1.0
2901355,1.0
3370299,1.0
5798117,1.0
5642857,1.0
7873642,1.0
2711789,1.0
3736713,1.0
7197972,1.0
3411077,1.0
4400864,1.0
2203981,1.0
7596255,1.0
2113110,1.0
5224761,1.0
5867953,1.0
6639513,1.0
8196563,1.0
4246435,1.0
7853386,1.0
4789919,1.0
8557873,1.0
4504972,1.0
5160186,1.0
6012285,1.0
1987858,1.0
8419345,1.0
2510364,1.0
9692305,1.0
1194077,1.0
8143283,1.0
1967089,1.0
9356717,1.0
2532657,1.0
5479380,1.0
8668951,1.0
3916395,1.0
5130467,1.0
6572469,1.0
3226653,1.0
5873854,1.0
1537945,1.0
6913492,1.0
4298499,1.0
9353457,1.0
3313186,1.0
4429889,1.0
1225942,1.0
9331904,1.0
2612410,1.0
7717077,1.0
1257455,1.0
2129391,1.0
2471279,1.0
6507047,1.0
2950521,1.0
2268401,1.0
1498557,1.0
4596635,1.0
3035109,1.0
7969249,1.0
5246214,1.0
1152380,1.0
5546304,1.0
3334562,1.0
4842800,1.0
4627646,1.0
1391525,1.0
3218650,1.0
9159969,1.0
4147768,1.0
2445360,1.0
9754665,1.0
8085983,1.0
8021811,1.0
1262087,1.0
9330507,1.0
4278491,1.0
1524124,1.0
3106339,1.0
5424915,1.0
6531401,1.0
2695295,1.0
5183711,1.0
6690065,1.0
7488080,1.0
2645020,1.0
7435358,1.0
4549753,1.0
1392832,1.0
5965773,1.0
2298515,1.0
9653619,1.0
7170640,1.0
2950081,1.0
1566207,1.0
9216511,1.0
8822052,1.0
3263316,1.0
8666513,1.0
8682433,1.0
8738596,1.0
7646783,1.0
8232378,1.0
3133486,1.0
4764970,1.0
2905923,1.0
5895414,1.0
2345851,1.0
8797996,1.0
9151055,1.0
9780446,1.0
3021730,1.0
3217069,1.0
3044370,1.0
7147944,1.0
1290640,1.0
7138945,1.0
4761041,1.0
7807946,1.0
3594149,1.0
4612888,1.0
3071936,1.0
9572463,1.0
5825753,1.0
9968166,1.0
3265413,1.0
1641635,1.0
6256837,1.0
7119274,1.0
7915207,1.0
8240481,1.0
1193117,1.0
1322220,1.0
9628036,1.0
1554437,1.0
4244837,1.0
6297115,1.0
3180783,1.0
7371004,1.0
7558008,1.0
5323076,1.0
6542934,1.0
1925134,1.0
1545330,1.0
7710890,1.0
1324193,1.0
5391334,1.0
4222541,1.0
3418879,1.0
2790800,1.0
4379130,1.0
4217419,1.0
7291217,1.0
7790075,1.0
6021362,1.0
1908922,1.0
4398442,1.0
8547727,1.0
6238846,1.0
3783699,1.0
2431592,1.0
3266105,1.0
5110356,1.0
4170565,1.0
7004933,1.0
4404226,1.0
1651650,1.0
1792670,1.0
8510664,1.0
5728231,1.0
4233798,1.0
3367076,1.0
1234936,1.0
3357680,1.0
3892464,1.0
6812522,1.0
9162943,1.0
2138932,1.0
3189024,1.0
5013517,1.0
5651183,1.0
2882173,1.0
6231992,1.0
5335802,1.0
7632073,1.0
8327326,1.0
4248068,1.0
2466353,1.0
2846336,1.0
4156324,1.0
2222704,1.0
8978076,1.0
7549000,1.0
9161413,1.0
4396508,1.0
3796359,1.0
2578851,1.0
8959034,1.0
3100631,1.0
2824799,1.0
2852303,1.0
1328947,1.0
6603021,1.0
1377303,1.0
9686926,1.0
2005533,1.0
9686311,1.0
1627681,1.0
5334968,1.0
6221138,1.0
5170106,1.0
5576595,1.0
5439127,1.0
4875479,1.0
3464120,1.0
4987278,1.0
8180183,1.0
6839727,1.0
3122398,1.0
9786952,1.0
9544768,1.0
2215604,1.0
3320238,1.0
9687697,1.0
8472746,1.0
4746289,1.0
6689624,1.0
5477192,1.0
2914841,1.0
5382435,1.0
9422232,1.0
8279852,1.0
2403915,1.0
8823595,1.0
5200757,1.0
9159546,1.0
5759774,1.0
6192433,1.0
4593614,1.0
3634533,1.0
2951152,1.0
7372069,1.0
5778133,1.0
7083878,1.0
7872174,1.0
8548563,1.0
5321289,1.0
3748563,1.0
2830932,1.0
3345078,1.0
8598769,1.0
7095833,1.0
9070987,1.0
2488845,1.0
2267839,1.0
8857357,1.0
6528210,1.0
8535581,1.0
8927047,1.0
1490858,1.0
8353334,1.0
6864281,1.0
8740019,1.0
8969723,1.0
7158815,1.0
1589589,1.0
3966339,1.0
5935665,1.0
5055625,1.0
1405699,1.0
6022566,1.0
6051847,1.0
3348185,1.0
5428331,1.0
5804656,1.0
7312243,1.0
6688311,1.0
8678132,1.0
4882142,1.0
4413077,1.0
9148405,1.0
6251115,1.0
7258992,1.0
6478640,1.0
8289757,1.0
1366508,1.0
1934709,1.0
1272518,1.0
6273878,1.0
8364505,1.0
3884759,1.0
6784688,1.0
1416067,1.0
9344118,1.0
5285000,1.0
5211460,1.0
6055596,1.0
7308594,1.0
9861109,1.0
7637034,1.0
7541606,1.0
2282035,1.0
1299556,1.0
4706564,1.0
7820130,1.0
6816578,1.0
2000194,1.0
9846306,1.0
6918221,1.0
4586557,1.0
7823146,1.0
1789451,1.0
1043763,1.0
5633721,1.0
8732694,1.0
3480304,1.0
3307608,1.0
8330690,1.0
2613250,1.0
9876924,1.0
5318987,1.0
9642197,1.0
4610211,1.0
7389357,1.0
6365610,1.0
7002272,1.0
7889552,1.0
7560781,1.0
6042516,1.0
4859800,1.0
9701938,1.0
2153629,1.0
9420379,1.0
3524895,1.0
5919321,1.0
2029695,1.0
5281921,1.0
6876919,1.0
4661524,1.0
5358281,1.0
1410742,1.0
4966725,1.0
2637888,1.0
8638703,1.0
2001656,1.0
6617105,1.0
8902640,1.0
7549869,1.0
1646852,1.0
9179723,1.0
3015126,1.0
3054568,1.0
4265486,1.0
3145882,1.0
9920079,1.0
6141959,1.0
1216162,1.0
8473067,1.0
8589609,1.0
8154471,1.0
8220067,1.0
1453862,1.0
8603517,1.0
4423552,1.0
5427032,1.0
4494406,1.0
7292962,1.0
6333468,1.0
4413250,1.0
5233321,1.0
4299943,1.0
9452310,1.0
7770489,1.0
2166344,1.0
1188371,1.0
1685486,1.0
5963960,1.0
9412844,1.0
5651291,1.0
7116062,1.0
1839916,1.0
9302153,1.0
1642392,1.0
8841595,1.0
8644898,1.0
2340431,1.0
3480336,1.0
8080293,1.0
4022154,1.0
1798285,1.0
7376417,1.0
3039602,1.0
2500326,1.0
2131750,1.0
4190396,1.0
2493273,1.0
8685412,1.0
5125058,1.0
4336736,1.0
8848300,1.0
3941212,1.0
6495661,1.0
8453501,1.0
1224625,1.0
7271066,1.0
6026213,1.0
9962129,1.0
5412575,1.0
4715277,1.0
5374251,1.0
9266927,1.0
9722847,1.0
1784188,1.0
8736068,1.0
6427320,1.0
7958775,1.0
4825377,1.0
5852789,1.0
2034074,1.0
8584064,1.0
4419741,1.0
7048166,1.0
7791150,1.0
6914716,1.0
3705443,1.0
5862306,1.0
4915941,1.0
9729240,1.0
1251721,1.0
5886501,1.0
7297423,1.0
1720082,1.0
8891569,1.0
4774463,1.0
6368047,1.0
9243808,1.0
1293084,1.0
1578722,1.0
7276667,1.0
9404438,1.0
5871835,1.0
8364407,1.0
3993833,1.0
6436658,1.0
5151481,1.0
6664898,1.0
4575038,1.0
7577162,1.0
9724582,1.0
3985495,1.0
7172095,1.0
9278935,1.0
5643176,1.0
7942293,1.0
2346917,1.0
9018383,1.0
6369110,1.0
9024296,1.0
9589596,1.0
9817873,1.0
2928977,1.0
6439886,1.0
4133839,1.0
6358874,1.0
7244551,1.0
5950755,1.0
9369967,1.0
8311526,1.0
6502407,1.0
7564446,1.0
4984731,1.0
6034024,1.0
4597564,1.0
8436856,1.0
5910661,1.0
9268089,1.0
7541923,1.0
8019319,1.0
5184977,1.0
5050931,1.0
3614007,1.0
5077138,1.0
4766273,1.0
3654349,1.0
1974981,1.0
9222313,1.0
9083349,1.0
2863772,1.0
7112191,1.0
4636406,1.0
2137855,1.0
7927486,1.0
7344516,1.0
2500634,1.0
5051324,1.0
1366237,1.0
8579864,1.0
2990133,1.0
6807596,1.0
1756607,1.0
3615042,1.0
5651179,1.0
6502675,1.0
9463639,1.0
9735907,1.0
6045938,1.0
6053796,1.0
5733943,1.0
2487887,1.0
4735785,1.0
7511542,1.0
8800439,1.0
5241294,1.0
4734754,1.0
5797944,1.0
8163105,1.0
6220522,1.0
3071093,1.0
5390154,1.0
2795710,1.0
6251564,1.0
7903285,1.0
8265743,1.0
2241229,1.0
8289363,1.0
3103702,1.0
1687602,1.0
7266275,1.0
1317369,1.0
7841375,1.0
1070812,1.0
1476724,1.0
9248978,1.0
9577946,1.0
9451167,1.0
8412660,1.0
7988987,1.0
3958210,1.0
6725688,1.0
2921722,1.0
7643358,1.0
3893504,1.0
9019253,1.0
1882418,1.0
8291057,1.0
9260734,1.0
4145779,1.0
4075156,1.0
4598390,1.0
4527672,1.0
2420505,1.0
3846700,1.0
3099235,1.0
7519757,1.0
7188259,1.0
3094638,1.0
2304386,1.0
7031647,1.0
7687225,1.0
9921073,1.0
4871588,1.0
8291212,1.0
2359681,1.0
5814633,1.0
4596268,1.0
5529480,1.0
9837989,1.0
9098267,1.0
1559379,1.0
9423353,1.0
3979302,1.0
2810387,1.0
5702573,1.0
7642348,1.0
4051490,1.0
9514714,1.0
5345229,1.0
3407630,1.0
1744729,1.0
8097158,1.0
9265684,1.0
5677514,1.0
6755906,1.0
7749257,1.0
8962633,1.0
8348814,1.0
4504959,1.0
3235013,1.0
4767248,1.0
9722112,1.0
5310982,1.0
2997795,1.0
3221893,1.0
6218728,1.0
8485472,1.0
6006407,1.0
4700073,1.0
1559967,1.0
3374506,1.0
3828429,1.0
6244402,1.0
8930064,1.0
1372131,1.0
1226073,1.0
2934473,1.0
5987282,1.0
2458604,1.0
6910929,1.0
6451733,1.0
2369052,1.0
3513636,1.0
3624841,1.0
9997253,1.0
9521755,1.0
9193757,1.0
4842010,1.0
8126765,1.0
7364073,1.0
1184175,1.0
3302729,1.0
5085071,1.0
8927807,1.0
2299386,1.0
7862504,1.0
8570547,1.0
9507883,1.0
1781562,1.0
4830577,1.0
8363545,1.0
8565821,1.0
6806341,1.0
8107193,1.0
4560299,1.0
7199987,1.0
3453564,1.0
1438849,1.0
1202948,1.0
6752292,1.0
9105276,1.0
9383901,1.0
6293357,1.0
8083900,1.0
7378419,1.0
1058135,1.0
8089861,1.0
2631764,1.0
2612674,1.0
8447531,1.0
9380778,1.0
8142736,1.0
4179149,1.0
7555369,1.0
4142560,1.0
9612629,1.0
1653313,1.0
4000703,1.0
3835434,1.0
1098235,1.0
5147136,1.0
8254039,1.0
4373284,1.0
5387990,1.0
2830459,1.0
9484589,1.0
7068818,1.0
7943931,1.0
8578451,1.0
2084947,1.0
4196369,1.0
2620117,1.0
7423557,1.0
6381406,1.0
3716364,1.0
1815460,1.0
8196168,1.0
4224955,1.0
2171716,1.0
4571945,1.0
8522673,1.0
1534047,1.0
1753089,1.0
7139042,1.0
1969728,1.0
9081138,1.0
1331405,1.0
7466769,1.0
5953692,1.0
2466743,1.0
6314556,1.0
1399773,1.0
5341796,1.0
8020780,1.0
6785837,1.0
7835447,1.0
9293074,1.0
8218278,1.0
6721819,1.0
5124650,1.0
6569625,1.0
9876185,1.0
9022030,1.0
2640528,1.0
1114602,1.0
6934039,1.0
3616311,1.0
